0,3,3846731209,4,1113449698,1,1,2,1036,0,4
49,330
21,253,1113449684,3,0,0,0,1,0,4,0
23,253,1113449684,3,3846731209,2,1,4,1036,5,330,0,0,1,1
23,253,1113449684,0,1,1,12
23,253,1113449684,2,1,4,979,5,260,0,2,1,12
22,253,1113449684,0,2,1,2,3,1,5,0
72,253,1113449684,3,3846731209,4,1113449664,1,1,2,1036,0,6
21,253,1113449684,3,0,0,7,1,0,4,0
20,253,1113449684,0,-494511716,1,2063490057,5,0,2,2623,6,0,13,32
21,253,1113449685,3,1,0,0,1,4,4,0
20,253,1113449685,0,-494511720,1,2063490034,5,0,2,2623,6,0,13,32
21,253,1113449713,3,1,0,0,1,0,4,0
20,253,1113449713,0,-494511808,1,2063488781,5,0,2,2621,6,1593,13,32
20,253,1113449716,0,-494511658,1,2063487938,5,587,2,2621,6,1871,13,32
20,253,1113449720,0,-494512288,1,2063485930,5,1771,2,2621,6,4842,13,32
20,253,1113449721,0,-494512766,1,2063485275,5,2178,2,2621,6,5193,13,32
21,253,1113449723,3,0,0,7,1,1,4,0
21,253,1113449723,3,0,0,10,1,3
20,253,1113449725,0,-494515000,1,2063482634,5,4240,2,2621,6,6575,13,32
20,253,1113449728,0,-494516806,1,2063480259,5,6376,2,2621,6,7594,13,32
20,253,1113449730,0,-494518161,1,2063478595,5,7985,2,2621,6,8132,13,32
20,253,1113449736,0,-494522319,1,2063473948,5,12881,2,2621,6,7946,13,32
20,253,1113449742,0,-494526758,1,2063470041,5,17854,2,2621,6,8531,13,32
20,253,1113449743,0,-494527611,1,2063469703,5,18681,2,2621,6,8217,13,32
20,253,1113449749,0,-494533168,1,2063467754,5,24035,2,2621,6,8744,13,32
20,253,1113449756,0,-494539622,1,2063465487,5,30251,2,2621,6,8388,13,32
20,253,1113449764,0,-494546554,1,2063463173,5,36904,2,2621,6,8139,13,32
20,253,1113449769,0,-494550807,1,2063461724,5,40992,2,2623,6,8381,13,32
20,253,1113449770,0,-494551719,1,2063461370,5,41875,2,2626,6,7988,13,32
20,253,1113449771,0,-494552568,1,2063461062,5,42694,2,2628,6,8175,13,32
20,253,1113449772,0,-494553350,1,2063460801,5,43445,2,2630,6,8175,13,32
20,253,1113449773,0,-494554193,1,2063460482,5,44261,2,2633,6,8364,13,32
20,253,1113449775,0,-494555986,1,2063459844,5,45988,2,2633,6,8669,13,32
20,253,1113449783,0,-494563078,1,2063457271,5,52832,2,2633,6,8343,13,32
20,253,1113449785,0,-494564683,1,2063456688,5,54381,2,2633,6,8041,13,32
20,253,1113449786,0,-494565493,1,2063456351,5,55171,2,2635,6,8153,13,32
20,253,1113449787,0,-494566248,1,2063455994,5,55917,2,2637,6,7862,13,32
20,253,1113449788,0,-494566993,1,2063455646,5,56651,2,2639,6,7568,13,32
21,253,1113449789,3,1,0,10,1,3
20,253,1113449789,0,-494567746,1,2063455272,5,57400,2,2642,6,7550,13,32
20,253,1113449790,0,-494568609,1,2063454852,5,58256,2,2644,6,8112,13,32
20,253,1113449792,0,-494570419,1,2063454352,5,59978,2,2644,6,8440,13,31
21,253,1113449795,3,2,0,10,1,3
20,253,1113449796,0,-494573977,1,2063453927,5,63310,2,2644,6,8399,13,31
20,253,1113449798,0,-494575635,1,2063454307,5,64862,2,2644,6,7902,13,31
20,253,1113449800,0,-494577325,1,2063454823,5,66474,2,2646,6,8037,13,31
20,253,1113449801,0,-494578095,1,2063455109,5,67217,2,2648,6,7800,13,31
20,253,1113449802,0,-494578854,1,2063455537,5,67982,2,2651,6,7810,13,31
20,253,1113449803,0,-494579665,1,2063455954,5,68791,2,2653,6,7953,13,31
20,253,1113449804,0,-494580446,1,2063456299,5,69556,2,2655,6,7824,13,31
20,253,1113449811,0,-494585894,1,2063459089,5,74992,2,2655,6,7751,13,31
20,253,1113449819,0,-494592440,1,2063461743,5,81358,2,2655,6,7996,13,31
20,253,1113449820,0,-494593279,1,2063462147,5,82188,2,2655,6,8143,13,31
20,253,1113449825,0,-494597438,1,2063463203,5,86134,2,2658,6,7534,13,31
20,253,1113449826,0,-494598181,1,2063463348,5,86833,2,2660,6,7534,13,31
20,253,1113449827,0,-494599037,1,2063463372,5,87626,2,2662,6,7896,13,31
20,253,1113449829,0,-494600730,1,2063463301,5,89190,2,2667,6,7836,13,31
20,253,1113449832,0,-494603155,1,2063462796,5,91429,2,2667,6,7435,13,31
20,253,1113449833,0,-494603971,1,2063462484,5,92188,2,2667,6,7544,13,31
20,253,1113449839,0,-494609200,1,2063459661,5,97213,2,2667,6,8252,13,31
20,253,1113449844,0,-494613371,1,2063457642,5,101309,2,2669,6,8176,13,30
20,253,1113449845,0,-494614128,1,2063457284,5,102055,2,2671,6,7746,13,30
20,253,1113449846,0,-494614933,1,2063456986,5,102832,2,2673,6,7935,13,30
20,253,1113449847,0,-494615742,1,2063456677,5,103615,2,2676,6,8032,13,30
20,253,1113449848,0,-494616557,1,2063456527,5,104373,2,2678,6,7549,13,30
20,253,1113449853,0,-494620646,1,2063455419,5,108256,2,2678,6,7723,13,30
20,253,1113449860,0,-494626744,1,2063454545,5,113980,2,2678,6,7892,13,30
20,253,1113449868,0,-494633839,1,2063454354,5,120590,2,2678,6,7971,13,30
20,253,1113449869,0,-494634753,1,2063454501,5,121445,2,2678,6,7846,13,30
20,253,1113449877,0,-494641782,1,2063454478,5,127987,2,2678,6,8132,13,30
20,253,1113449884,0,-494647788,1,2063454602,5,133572,2,2678,6,8121,13,30
20,253,1113449885,0,-494648604,1,2063454614,5,134330,2,2678,6,7935,13,30
20,253,1113449887,0,-494650244,1,2063454630,5,135854,2,2680,6,7605,13,30
20,253,1113449888,0,-494651067,1,2063454646,5,136618,2,2682,6,7876,13,30
20,253,1113449889,0,-494651866,1,2063454653,5,137361,2,2684,6,7310,13,30
20,253,1113449890,0,-494652663,1,2063454685,5,138102,2,2686,6,7532,13,30
20,253,1113449891,0,-494653450,1,2063454731,5,138834,2,2689,6,7330,13,30
20,253,1113449892,0,-494654244,1,2063454761,5,139572,2,2689,6,7577,13,30
20,253,1113449894,0,-494655869,1,2063454744,5,141086,2,2691,6,7591,13,30
20,253,1113449895,0,-494656701,1,2063454772,5,141859,2,2693,6,7835,13,30
20,253,1113449896,0,-494657554,1,2063454761,5,142653,2,2695,6,7818,13,30
20,253,1113449897,0,-494658395,1,2063454712,5,143437,2,2697,6,7676,13,30
20,253,1113449898,0,-494659169,1,2063454676,5,144158,2,2699,6,7676,13,29
20,253,1113449902,0,-494662453,1,2063454790,5,147208,2,2699,6,7938,13,29
20,253,1113449904,0,-494664079,1,2063454591,5,148728,2,2701,6,7667,13,29
20,253,1113449905,0,-494664789,1,2063454535,5,149390,2,2703,6,7453,13,29
20,253,1113449906,0,-494665679,1,2063454512,5,150217,2,2706,6,7738,13,29
20,253,1113449907,0,-494666444,1,2063454441,5,150931,2,2708,6,7738,13,29
20,253,1113449908,0,-494667385,1,2063454458,5,151804,2,2710,6,7784,13,29
20,253,1113449911,0,-494669749,1,2063454236,5,154010,2,2710,6,7447,13,29
20,253,1113449919,0,-494676260,1,2063453966,5,160072,2,2710,6,7755,13,29
20,253,1113449923,0,-494679514,1,2063454078,5,163097,2,2710,6,7460,13,29
20,253,1113449924,0,-494680332,1,2063454129,5,163857,2,2712,6,7630,13,29
20,253,1113449925,0,-494681075,1,2063454240,5,164548,2,2715,6,7378,13,29
20,253,1113449926,0,-494681839,1,2063454302,5,165258,2,2717,6,7265,13,29
20,253,1113449927,0,-494682624,1,2063454349,5,165988,2,2720,6,7265,13,29
20,253,1113449928,0,-494683417,1,2063454353,5,166726,2,2722,6,7395,13,29
20,253,1113449932,0,-494686806,1,2063454199,5,169883,2,2722,6,7883,13,29
20,253,1113449934,0,-494688451,1,2063454360,5,171415,2,2724,6,7717,13,29
20,253,1113449935,0,-494689160,1,2063454389,5,172075,2,2727,6,7320,13,29
20,253,1113449936,0,-494690124,1,2063454336,5,172972,2,2729,6,8037,13,29
20,253,1113449937,0,-494690928,1,2063454348,5,173721,2,2732,6,8037,13,29
20,253,1113449938,0,-494691784,1,2063454351,5,174518,2,2734,6,8016,13,29
20,253,1113449939,0,-494692653,1,2063454313,5,175326,2,2734,6,7936,13,29
20,253,1113449941,0,-494694481,1,2063454298,5,177028,2,2734,6,8069,13,29
20,253,1113449948,0,-494700560,1,2063454396,5,182688,2,2734,6,8164,13,29
20,253,1113449956,0,-494707458,1,2063454850,5,189115,2,2734,6,7891,13,29
20,253,1113449957,0,-494708322,1,2063454937,5,189922,2,2734,6,7976,13,28
20,253,1113449960,0,-494710848,1,2063455291,5,192283,2,2736,6,8028,13,28
20,253,1113449961,0,-494711662,1,2063455503,5,193048,2,2738,6,8299,13,28
20,253,1113449962,0,-494712514,1,2063455669,5,193846,2,2740,6,8302,13,28
